    INT     ,     FLOAT      ,    FLOAT     ,    FLOAT     ,       FLOAT       ,       FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       INT       ,     INT      ,    FLOAT     ,     FLOAT      ,    FLOAT     ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       FLOAT        ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       INT       ,     INT      ,    FLOAT     ,     FLOAT      ,    FLOAT     ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       FLOAT        ,    FLOAT     ,   INT    , BOOL ,    BOOL     ,     INT      ,     BOOL     , BOOL ,     FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT      , BOOL ,     FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,      BOOL       ,      BOOL       
          65,  4.75702698e+02,  1.000000e+00,  3.271590e-01,       4.234895e+48,       1.054680e+48,   0.000000e+00,   0.000000e+00,  1.610955e+02,  0.000000e+00,  4.655356e+01,          -nan,  7.669194e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961397e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105357e+00,     2.105357e+00,  1.997451e+01,  4.234895e+49,  4.234895e+48,  2.011485e+48,        2.011485e+48,  2.120149e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  7.684300e+01,  2.501472e-01,                5,             8,  1.000000e-01,    3.271590e-01,  8.631131e-01,     8.631131e-01,  1.027205e+00,  3.450480e+48,  1.054680e+48,  3.997714e+47,        3.997714e+47,  3.359096e+47,         4,1,0,             1,0,0,   7.152482e-01,  5.613114e+03,    4.24163789e-11,  4.68046224e+01,  1.39811603e+04,1,   1.388842e+03,  4.023820e+03,    1.94453552e-08,  1.96394639e-03,  2.16007344e+01,  1.466854e-02,  3.436335e+00,  0.00000000e+00,  0.00000000e+00,  5.46325539e+10,  1.38531880e+06,1,0
          66,  3.82120503e+02,  1.000000e+00,  2.083652e+00,       4.242294e+48,       3.261796e+47,   0.000000e+00,   0.000000e+00,  8.905401e+01,  0.000000e+00,  2.573493e+01,          -nan,  4.239551e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945767e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111193e+00,     2.111193e+00,  1.999777e+01,  4.242294e+49,  4.242294e+48,  2.009430e+48,        2.009430e+48,  2.121383e+47,  3.000000e+00,  2.540318e+00,  4.596819e-01,  4.255453e+01,  1.487839e-02,                3,            10,  1.000000e-01,    2.083652e+00,  8.228972e-01,     8.228972e-01,  1.523220e+00,  6.796446e+48,  3.261796e+47,  8.259168e+47,        8.259168e+47,  4.461893e+47,         4,1,0,             1,0,0,   7.116608e-01,  5.610958e+03,    4.23054575e-11,  4.71227472e+01,  1.40516376e+04,1,   5.512625e+02,  4.291847e+03,    8.01360857e-09,  9.74599856e-03,  5.44205358e+01, -9.175477e-02,  3.437164e+00,  0.00000000e+00,  0.00000000e+00,  5.47680149e+10,  1.06407112e+06,1,0
          67,  4.79115142e+02,  1.000000e+00,  1.169356e+02,       4.234625e+48,       1.140173e+44,   0.000000e+00,   0.000000e+00,  3.280264e+03,  0.000000e+00,  9.479346e+02,          -nan,  1.561619e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961968e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105144e+00,     2.105144e+00,  1.997366e+01,  4.234625e+49,  4.234625e+48,  2.011560e+48,        2.011560e+48,  2.120104e+47,  3.000000e+00,  1.838515e+00,  1.161485e+00,  1.569963e+03,  6.166976e-03,                6,            11,  1.000000e-01,    1.169356e+02,  3.154157e+04,     3.154157e+04,  1.374465e-01,  1.333267e+47,  1.140173e+44,  4.227017e+41,        4.227017e+41,  9.700266e+46,         4,1,0,             1,0,0,   7.153803e-01,  5.613194e+03,    4.24204345e-11,  4.67929955e+01,  1.39785781e+04,1,   1.044312e+05,  2.621443e+03,    1.79574071e-06,  1.00922958e-06,  2.87270500e-01,  2.983177e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35345232e+10,  9.35672552e+05,1,0
          68,  4.76115106e+02,  1.000000e+00,  3.975647e-01,       4.234862e+48,       5.938040e+47,   0.000000e+00,   0.000000e+00,  2.344170e+02,  0.000000e+00,  6.774209e+01,          -nan,  1.115977e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961466e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105331e+00,     2.105331e+00,  1.997441e+01,  4.234862e+49,  4.234862e+48,  2.011495e+48,        2.011495e+48,  2.120144e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.123137e+02,  2.888416e-01,                5,             8,  1.000000e-01,    3.975647e-01,  8.370912e-01,     8.370912e-01,  7.975748e-01,  2.360755e+48,  5.938040e+47,  2.820189e+47,        2.820189e+47,  2.959917e+47,         4,1,0,             1,0,0,   7.152642e-01,  5.613124e+03,    4.24168690e-11,  4.68032174e+01,  1.39808483e+04,1,   2.420670e+03,  3.824239e+03,    3.43604388e-08,  7.70935709e-04,  1.23932611e+01,  1.466854e-02,  3.436192e+00,  0.00000000e+00,  0.00000000e+00,  5.46318907e+10,  8.76415448e+05,1,0
          69,  4.76360048e+02,  1.000000e+00,  4.489355e-01,       4.234843e+48,       3.708875e+47,   0.000000e+00,   0.000000e+00,  3.292303e+02,  0.000000e+00,  9.514135e+01,          -nan,  1.567351e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961507e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105316e+00,     2.105316e+00,  1.997435e+01,  4.234843e+49,  4.234843e+48,  2.011500e+48,        2.011500e+48,  2.120141e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.592420e+02,  3.287241e-01,                5,             8,  1.000000e-01,    4.489355e-01,  8.525262e-01,     8.525262e-01,  6.319580e-01,  1.665046e+48,  3.708875e+47,  1.953073e+47,        1.953073e+47,  2.634741e+47,         4,1,0,             1,0,0,   7.152737e-01,  5.613130e+03,    4.24171600e-11,  4.68023828e+01,  1.39806630e+04,1,   4.011287e+03,  3.643927e+03,    5.80090610e-08,  3.28129516e-04,  7.47889594e+00,  1.466854e-02,  3.436138e+00,  0.00000000e+00,  0.00000000e+00,  5.46314965e+10,  5.78929556e+05,1,0
          71,  4.75231712e+02,  1.000000e+00,  2.673253e-01,       4.234932e+48,       1.724376e+48,   0.000000e+00,   0.000000e+00,  1.187967e+02,  0.000000e+00,  3.433000e+01,          -nan,  5.655495e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961318e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105386e+00,     2.105386e+00,  1.997463e+01,  4.234932e+49,  4.234932e+48,  2.011475e+48,        2.011475e+48,  2.120156e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  5.751904e+01,  2.253761e-01,                5,             8,  1.000000e-01,    2.673253e-01,  8.575827e-01,     8.575827e-01,  1.246003e+00,  4.609695e+48,  1.724376e+48,  5.375220e+47,        5.375220e+47,  3.699587e+47,         4,1,0,             1,0,0,   7.152300e-01,  5.613103e+03,    4.24158192e-11,  4.68062270e+01,  1.39815166e+04,1,   9.040800e+02,  4.177567e+03,    1.25929297e-08,  4.03058658e-03,  3.31829053e+01,  1.466854e-02,  3.436583e+00,  0.00000000e+00,  0.00000000e+00,  5.46333106e+10,  1.97594674e+06,1,0
          72,  3.81510785e+02,  1.000000e+00,  2.113436e+00,       4.242342e+48,       5.013237e+47,   0.000000e+00,   0.000000e+00,  5.747195e+01,  0.000000e+00,  1.660831e+01,          -nan,  2.736039e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945666e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111231e+00,     2.111231e+00,  1.999792e+01,  4.242342e+49,  4.242342e+48,  2.009416e+48,        2.009416e+48,  2.121391e+47,  3.000000e+00,  2.549153e+00,  4.508467e-01,  2.739228e+01,  1.502823e-02,                3,            10,  1.000000e-01,    2.113436e+00,  8.290533e-01,     8.290533e-01,  2.043186e+00,  1.059516e+49,  5.013237e+47,  1.277983e+48,        1.277983e+48,  5.185606e+47,         4,1,0,             1,0,0,   7.116377e-01,  5.610944e+03,    4.23047367e-11,  4.71248153e+01,  1.40520947e+04,1,   2.858946e+02,  4.539572e+03,    4.13858193e-09,  2.92957374e-02,  1.04933789e+02, -9.616324e-02,  3.439290e+00,  0.00000000e+00,  0.00000000e+00,  5.47688042e+10,  1.84073053e+06,1,0
          74,  4.75501091e+02,  1.000000e+00,  2.990414e-01,       4.234911e+48,       1.322895e+48,   0.000000e+00,   0.000000e+00,  1.384562e+02,  0.000000e+00,  4.001123e+01,          -nan,  6.591416e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961363e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105369e+00,     2.105369e+00,  1.997456e+01,  4.234911e+49,  4.234911e+48,  2.011481e+48,        2.011481e+48,  2.120152e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  6.702351e+01,  2.378941e-01,                5,             8,  1.000000e-01,    2.990414e-01,  8.677604e-01,     8.677604e-01,  1.125232e+00,  3.956003e+48,  1.322895e+48,  4.558866e+47,        4.558866e+47,  3.515724e+47,         4,1,0,             1,0,0,   7.152404e-01,  5.613109e+03,    4.24161393e-11,  4.68053093e+01,  1.39813128e+04,1,   1.134785e+03,  4.096305e+03,    1.58398148e-08,  2.75578961e-03,  2.64367315e+01,  1.466854e-02,  3.436430e+00,  0.00000000e+00,  0.00000000e+00,  5.46328779e+10,  1.63704943e+06,1,0
          75,  4.79300142e+02,  1.000000e+00,  1.169356e+02,       4.234610e+48,       8.565873e+43,   0.000000e+00,   0.000000e+00,  4.057551e+03,  0.000000e+00,  1.172556e+03,          -nan,  1.931659e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961999e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105133e+00,     2.105133e+00,  1.997362e+01,  4.234610e+49,  4.234610e+48,  2.011565e+48,        2.011565e+48,  2.120102e+47,  3.000000e+00,  1.708028e+00,  1.291972e+00,  1.941406e+03,  4.375405e-03,                6,            11,  1.000000e-01,    1.169356e+02,  3.247121e+11,     3.247121e+11,  1.193024e-01,  1.001655e+47,  8.565873e+43,  3.084748e+34,        3.084748e+34,  8.395937e+46,         4,1,0,             1,0,0,   7.153875e-01,  5.613199e+03,    4.24206544e-11,  4.67923651e+01,  1.39784381e+04,1,   1.414230e+05,  2.543018e+03,    2.46935769e-06,  5.59887695e-07,  2.12129498e-01,  3.922308e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35342308e+10,  8.08437800e+05,1,0
          76,  4.76424926e+02,  1.000000e+00,  4.700867e-01,       4.234838e+48,       3.131968e+47,   0.000000e+00,   0.000000e+00,  3.765497e+02,  0.000000e+00,  1.088158e+02,          -nan,  1.792622e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961518e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105312e+00,     2.105312e+00,  1.997433e+01,  4.234838e+49,  4.234838e+48,  2.011501e+48,        2.011501e+48,  2.120140e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.800896e+02,  3.461538e-01,                5,             8,  1.000000e-01,    4.700867e-01,  8.682833e-01,     8.682833e-01,  5.821939e-01,  1.472296e+48,  3.131968e+47,  1.695641e+47,        1.695641e+47,  2.528877e+47,         4,1,0,             1,0,0,   7.152762e-01,  5.613131e+03,    4.24172371e-11,  4.68021618e+01,  1.39806139e+04,1,   4.786914e+03,  3.581353e+03,    6.97657371e-08,  2.43132245e-04,  6.26708598e+00,  1.466854e-02,  3.436128e+00,  0.00000000e+00,  0.00000000e+00,  5.46313921e+10,  5.00885502e+05,1,0
          78,  3.80154646e+02,  1.000000e+00,  1.157791e+00,       4.242449e+48,       1.562961e+48,   0.000000e+00,   0.000000e+00,  3.351414e+01,  0.000000e+00,  9.684954e+00,          -nan,  1.595491e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945440e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111316e+00,     2.111316e+00,  1.999826e+01,  4.242449e+49,  4.242449e+48,  2.009386e+48,        2.009386e+48,  2.121409e+47,  3.000000e+00,  2.568804e+00,  4.311956e-01,  1.616190e+01,  1.537148e-02,                3,            10,  1.000000e-01,    1.157791e+00,  7.511485e-01,     7.511485e-01,  2.904458e+00,  1.809582e+49,  1.562961e+48,  2.409087e+48,        2.409087e+48,  6.230361e+47,         4,1,0,             1,0,0,   7.115862e-01,  5.610913e+03,    4.23031334e-11,  4.71294148e+01,  1.40531111e+04,1,   1.274233e+02,  4.828849e+03,    1.87563301e-09,  1.12261876e-01,  2.35435704e+02, -1.059731e-01,  3.448231e+00,  0.00000000e+00,  0.00000000e+00,  5.47705553e+10,  3.63030339e+06,1,0
          79,  4.78660142e+02,  1.000000e+00,  1.169356e+02,       4.234661e+48,       1.925944e+44,   0.000000e+00,   0.000000e+00,  2.163593e+03,  0.000000e+00,  6.252377e+02,          -nan,  1.030011e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961892e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105173e+00,     2.105173e+00,  1.997378e+01,  4.234661e+49,  4.234661e+48,  2.011550e+48,        2.011550e+48,  2.120110e+47,  3.000000e+00,  2.043404e+00,  9.565964e-01,  1.033008e+03,  8.545197e-03,                6,            11,  1.000000e-01,    1.169356e+02,  4.031943e+00,     4.031943e+00,  1.816872e-01,  2.252113e+47,  1.925944e+44,  5.585676e+45,        5.585676e+45,  1.239555e+47,         4,1,0,             1,0,0,   7.153627e-01,  5.613184e+03,    4.24198937e-11,  4.67945459e+01,  1.39789225e+04,1,   5.764246e+04,  2.785553e+03,    9.58439538e-07,  3.08852134e-06,  5.20449699e-01,  1.696830e-01,  3.436100e+00,  0.00000000e+00,  0.00000000e+00,  5.35352419e+10,  1.25308361e+06,1,0
          80,  4.78890142e+02,  1.000000e+00,  1.169356e+02,       4.234643e+48,       1.514099e+44,   0.000000e+00,   0.000000e+00,  2.631274e+03,  0.000000e+00,  7.603885e+02,          -nan,  1.252658e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961931e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105158e+00,     2.105158e+00,  1.997372e+01,  4.234643e+49,  4.234643e+48,  2.011556e+48,        2.011556e+48,  2.120107e+47,  3.000000e+00,  1.954965e+00,  1.045035e+00,  1.257123e+03,  7.547356e-03,                6,            11,  1.000000e-01,    1.169356e+02,  3.567835e+01,     3.567835e+01,  1.593950e-01,  1.770520e+47,  1.514099e+44,  4.962448e+44,        4.962448e+44,  1.110775e+47,         4,1,0,             1,0,0,   7.153716e-01,  5.613189e+03,    4.24201670e-11,  4.67937622e+01,  1.39787484e+04,1,   7.614553e+04,  2.707071e+03,    1.28669668e-06,  1.83805803e-06,  3.93982398e-01,  2.228500e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35348786e+10,  1.09202441e+06,1,0
          81,  4.76865142e+02,  1.000000e+00,  6.974594e-01,       4.234803e+48,       1.397320e+47,   0.000000e+00,   0.000000e+00,  5.677794e+02,  0.000000e+00,  1.640775e+02,          -nan,  2.703000e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961592e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105284e+00,     2.105284e+00,  1.997422e+01,  4.234803e+49,  4.234803e+48,  2.011511e+48,        2.011511e+48,  2.120134e+47,  3.000000e+00,  2.314108e+00,  6.858923e-01,  2.703388e+02,  1.166949e-02,                6,            11,  1.000000e-01,    6.974594e-01,  9.396117e-01,     9.396117e-01,  4.440731e-01,  9.745740e+47,  1.397320e+47,  1.037209e+47,        1.037209e+47,  2.194625e+47,         4,1,0,             1,0,0,   7.152932e-01,  5.613141e+03,    4.24177603e-11,  4.68006619e+01,  1.39802808e+04,1,   8.547551e+03,  3.378966e+03,    1.28313371e-07,  9.01313835e-05,  3.50977738e+00,  2.225219e-02,  3.436110e+00,  0.00000000e+00,  0.00000000e+00,  5.35380710e+10,  1.84117742e+06,1,0
          82,  4.76237619e+02,  1.000000e+00,  4.214546e-01,       4.234852e+48,       4.789233e+47,   0.000000e+00,   0.000000e+00,  2.712725e+02,  0.000000e+00,  7.839265e+01,          -nan,  1.291434e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961487e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105324e+00,     2.105324e+00,  1.997438e+01,  4.234852e+49,  4.234852e+48,  2.011497e+48,        2.011497e+48,  2.120142e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.313612e+02,  3.048991e-01,                5,             8,  1.000000e-01,    4.214546e-01,  8.379817e-01,     8.379817e-01,  7.184810e-01,  2.018444e+48,  4.789233e+47,  2.408697e+47,        2.408697e+47,  2.809322e+47,         4,1,0,             1,0,0,   7.152689e-01,  5.613127e+03,    4.24170145e-11,  4.68028000e+01,  1.39807556e+04,1,   3.038382e+03,  3.742869e+03,    4.34620271e-08,  5.25142695e-04,  9.87367777e+00,  1.466854e-02,  3.436162e+00,  0.00000000e+00,  0.00000000e+00,  5.46316936e+10,  7.27102256e+05,1,0
          83,  4.76100067e+02,  1.000000e+00,  3.947238e-01,       4.234863e+48,       6.085498e+47,   0.000000e+00,   0.000000e+00,  2.294420e+02,  0.000000e+00,  6.630440e+01,          -nan,  1.092293e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961464e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105332e+00,     2.105332e+00,  1.997441e+01,  4.234863e+49,  4.234863e+48,  2.011494e+48,        2.011494e+48,  2.120144e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.103810e+02,  2.872009e-01,                5,             8,  1.000000e-01,    3.947238e-01,  8.376011e-01,     8.376011e-01,  8.068580e-01,  2.402091e+48,  6.085498e+47,  2.867822e+47,        2.867822e+47,  2.977093e+47,         4,1,0,             1,0,0,   7.152636e-01,  5.613123e+03,    4.24168511e-11,  4.68032686e+01,  1.39808597e+04,1,   2.360306e+03,  3.833297e+03,    3.34773303e-08,  8.04496496e-04,  1.27102181e+01,  1.466854e-02,  3.436196e+00,  0.00000000e+00,  0.00000000e+00,  5.46319149e+10,  8.94809791e+05,1,0
          84,  3.80037201e+02,  1.000000e+00,  1.108300e+00,       4.242459e+48,       1.687634e+48,   0.000000e+00,   0.000000e+00,  3.285997e+01,  0.000000e+00,  9.495911e+00,          -nan,  1.564348e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945420e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111323e+00,     2.111323e+00,  1.999829e+01,  4.242459e+49,  4.242459e+48,  2.009384e+48,        2.009384e+48,  2.121411e+47,  3.000000e+00,  2.570506e+00,  4.294937e-01,  1.564670e+01,  1.540189e-02,                3,            10,  1.000000e-01,    1.108300e+00,  7.377851e-01,     7.377851e-01,  2.967869e+00,  1.870404e+49,  1.687634e+48,  2.535161e+48,        2.535161e+48,  6.302178e+47,         4,1,0,             1,0,0,   7.115817e-01,  5.610911e+03,    4.23029945e-11,  4.71298132e+01,  1.40531992e+04,1,   1.211474e+02,  4.846125e+03,    1.78666700e-09,  1.22046192e-01,  2.47632212e+02, -1.068230e-01,  3.449279e+00,  0.00000000e+00,  0.00000000e+00,  5.47707067e+10,  3.78835113e+06,1,0
          86,  4.75501091e+02,  1.000000e+00,  2.990414e-01,       4.234911e+48,       1.322895e+48,   0.000000e+00,   0.000000e+00,  1.389732e+02,  0.000000e+00,  4.016063e+01,          -nan,  6.616028e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961363e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105369e+00,     2.105369e+00,  1.997456e+01,  4.234911e+49,  4.234911e+48,  2.011481e+48,        2.011481e+48,  2.120152e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  6.702351e+01,  2.378941e-01,                5,             8,  1.000000e-01,    2.990414e-01,  8.677604e-01,     8.677604e-01,  1.125232e+00,  3.956003e+48,  1.322895e+48,  4.558866e+47,        4.558866e+47,  3.515724e+47,         4,1,0,             1,0,0,   7.152404e-01,  5.613109e+03,    4.24161393e-11,  4.68053093e+01,  1.39813128e+04,1,   1.134785e+03,  4.096305e+03,    1.58398148e-08,  2.75578961e-03,  2.64367315e+01,  1.466854e-02,  3.436430e+00,  0.00000000e+00,  0.00000000e+00,  5.46328779e+10,  1.63704943e+06,1,0
          89,  4.78650142e+02,  1.000000e+00,  1.169356e+02,       4.234662e+48,       1.944483e+44,   0.000000e+00,   0.000000e+00,  2.144275e+03,  0.000000e+00,  6.196550e+02,          -nan,  1.020814e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961890e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105173e+00,     2.105173e+00,  1.997378e+01,  4.234662e+49,  4.234662e+48,  2.011550e+48,        2.011550e+48,  2.120110e+47,  3.000000e+00,  2.046730e+00,  9.532697e-01,  1.024824e+03,  8.582416e-03,                6,            11,  1.000000e-01,    1.169356e+02,  3.837029e+00,     3.837029e+00,  1.826531e-01,  2.273792e+47,  1.944483e+44,  5.925918e+45,        5.925918e+45,  1.244869e+47,         4,1,0,             1,0,0,   7.153623e-01,  5.613183e+03,    4.24198818e-11,  4.67945800e+01,  1.39789300e+04,1,   5.699662e+04,  2.788785e+03,    9.47073301e-07,  3.15358480e-06,  5.26346956e-01,  1.677427e-01,  3.436100e+00,  0.00000000e+00,  0.00000000e+00,  5.35352577e+10,  1.26010916e+06,1,0
          90,  3.82120503e+02,  1.000000e+00,  2.083652e+00,       4.242294e+48,       3.261796e+47,   0.000000e+00,   0.000000e+00,  8.804809e+01,  0.000000e+00,  2.544424e+01,          -nan,  4.191663e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945767e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111193e+00,     2.111193e+00,  1.999777e+01,  4.242294e+49,  4.242294e+48,  2.009430e+48,        2.009430e+48,  2.121383e+47,  3.000000e+00,  2.540318e+00,  4.596819e-01,  4.255453e+01,  1.487839e-02,                3,            10,  1.000000e-01,    2.083652e+00,  8.228972e-01,     8.228972e-01,  1.523220e+00,  6.796446e+48,  3.261796e+47,  8.259168e+47,        8.259168e+47,  4.461893e+47,         4,1,0,             1,0,0,   7.116608e-01,  5.610958e+03,    4.23054575e-11,  4.71227472e+01,  1.40516376e+04,1,   5.512625e+02,  4.291847e+03,    8.01360857e-09,  9.74599856e-03,  5.44205358e+01, -9.175477e-02,  3.437164e+00,  0.00000000e+00,  0.00000000e+00,  5.47680149e+10,  1.06407112e+06,1,0
          91,  4.75473521e+02,  1.000000e+00,  2.955049e-01,       4.234913e+48,       1.361733e+48,   0.000000e+00,   0.000000e+00,  1.369360e+02,  0.000000e+00,  3.957191e+01,          -nan,  6.519044e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961359e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105371e+00,     2.105371e+00,  1.997457e+01,  4.234913e+49,  4.234913e+48,  2.011480e+48,        2.011480e+48,  2.120152e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  6.589118e+01,  2.364428e-01,                5,             8,  1.000000e-01,    2.955049e-01,  8.675612e-01,     8.675612e-01,  1.138086e+00,  4.023987e+48,  1.361733e+48,  4.638274e+47,        4.638274e+47,  3.535749e+47,         4,1,0,             1,0,0,   7.152393e-01,  5.613109e+03,    4.24161065e-11,  4.68054032e+01,  1.39813337e+04,1,   1.106486e+03,  4.105352e+03,    1.54401052e-08,  2.87483788e-03,  2.71128496e+01,  1.466854e-02,  3.436444e+00,  0.00000000e+00,  0.00000000e+00,  5.46329222e+10,  1.67160561e+06,1,0
          95,  4.75833901e+02,  1.000000e+00,  3.477131e-01,       4.234884e+48,       8.952069e+47,   0.000000e+00,   0.000000e+00,  1.768956e+02,  0.000000e+00,  5.111950e+01,          -nan,  8.421384e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961419e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105349e+00,     2.105349e+00,  1.997448e+01,  4.234884e+49,  4.234884e+48,  2.011488e+48,        2.011488e+48,  2.120148e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  8.518033e+01,  2.602215e-01,                5,             8,  1.000000e-01,    3.477131e-01,  8.551623e-01,     8.551623e-01,  9.590335e-01,  3.112752e+48,  8.952069e+47,  3.639955e+47,        3.639955e+47,  3.245717e+47,         4,1,0,             1,0,0,   7.152533e-01,  5.613117e+03,    4.24165348e-11,  4.68041754e+01,  1.39810610e+04,1,   1.616059e+03,  3.969375e+03,    2.26943802e-08,  1.52261545e-03,  1.85636805e+01,  1.466854e-02,  3.436282e+00,  0.00000000e+00,  0.00000000e+00,  5.46323430e+10,  1.22247325e+06,1,0
          96,  4.75655309e+02,  1.000000e+00,  3.201802e-01,       4.234899e+48,       1.115215e+48,   0.000000e+00,   0.000000e+00,  1.553283e+02,  0.000000e+00,  4.488696e+01,          -nan,  7.394641e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961389e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105360e+00,     2.105360e+00,  1.997452e+01,  4.234899e+49,  4.234899e+48,  2.011484e+48,        2.011484e+48,  2.120150e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  7.425586e+01,  2.469689e-01,                5,             8,  1.000000e-01,    3.201802e-01,  8.651335e-01,     8.651335e-01,  1.050928e+00,  3.570697e+48,  1.115215e+48,  4.127337e+47,        4.127337e+47,  3.397662e+47,         4,1,0,             1,0,0,   7.152464e-01,  5.613113e+03,    4.24163225e-11,  4.68047839e+01,  1.39811961e+04,1,   1.320438e+03,  4.041957e+03,    1.84716416e-08,  2.13765704e-03,  2.27197384e+01,  1.466854e-02,  3.436356e+00,  0.00000000e+00,  0.00000000e+00,  5.46326301e+10,  1.44433231e+06,1,0
